championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Quarterfinals,Lee Woo-seok (KOR),Amirkhon Sadikov (UZB),6,2,Lee Woo-seok (KOR)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Quarterfinals,Qi Xiangshuo (CHN),Atanu Das (IND),6,5,Qi Xiangshuo (CHN)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Quarterfinals,Ilfat Abdullin (KAZ),Dhiraj Bommadevara (IND),6,5,Ilfat Abdullin (KAZ)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Quarterfinals,Riau Ega Agata (INA),Baatarkhuyagiin Otgonbold (MGL),0,6,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Semifinals,Lee Woo-seok (KOR),Qi Xiangshuo (CHN),5,6,Qi Xiangshuo (CHN)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Semifinals,Ilfat Abdullin (KAZ),Baatarkhuyagiin Otgonbold (MGL),2,6,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Gold medal match,Qi Xiangshuo (CHN),Baatarkhuyagiin Otgonbold (MGL),2,6,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Finals,Bronze medal match,Lee Woo-seok (KOR),Ilfat Abdullin (KAZ),7,1,Lee Woo-seok (KOR)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/32 eliminations,Tanapat Pathairat (THA),Ri Tae-bom (PRK),6,4,Tanapat Pathairat (THA)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/32 eliminations,Ahmad Khoirul Baasith (INA),Abdumalik Ganiev (TJK),6,0,Ahmad Khoirul Baasith (INA)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/32 eliminations,Ulukbek Kursanaliev (KGZ),Sagor Islam (BAN),1,7,Sagor Islam (BAN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/16 eliminations,Lee Woo-seok (KOR),Tanapat Pathairat (THA),6,2,Lee Woo-seok (KOR)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/16 eliminations,Ahmad Khoirul Baasith (INA),Sagor Islam (BAN),6,0,Ahmad Khoirul Baasith (INA)
Archery at the 2022 Asian Games,Men's individual recurve,Section 1,1/8 eliminations,Lee Woo-seok (KOR),Ahmad Khoirul Baasith (INA),7,1,Lee Woo-seok (KOR)
Archery at the 2022 Asian Games,Men's individual recurve,Section 2,1/32 eliminations,Mansour Alwi (KSA),Junya Nakanishi (JPN),5,6,Junya Nakanishi (JPN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 2,1/32 eliminations,Lê Quốc Phong (VIE),Chen Yao Yuy (UZB),6,2,Lê Quốc Phong (VIE)
Archery at the 2022 Asian Games,Men's individual recurve,Section 2,1/16 eliminations,Amirkhon Sadikov (UZB),Junya Nakanishi (JPN),6,4,Amirkhon Sadikov (UZB)
Archery at the 2022 Asian Games,Men's individual recurve,Section 2,1/16 eliminations,Lê Quốc Phong (VIE),Su Yu-yang (TPE),6,4,Lê Quốc Phong (VIE)
Archery at the 2022 Asian Games,Men's individual recurve,Section 2,1/8 eliminations,Amirkhon Sadikov (UZB),Lê Quốc Phong (VIE),7,3,Amirkhon Sadikov (UZB)
Archery at the 2022 Asian Games,Men's individual recurve,Section 3,1/32 eliminations,Abdalla Al-Ketbi (UAE),Zarif Syahir Zolkepeli (MAS),2,6,Zarif Syahir Zolkepeli (MAS)
Archery at the 2022 Asian Games,Men's individual recurve,Section 3,1/32 eliminations,Dauletkeldi Zhangbyrbay (KAZ),Sajeev De Silva (SRI),6,5,Dauletkeldi Zhangbyrbay (KAZ)
Archery at the 2022 Asian Games,Men's individual recurve,Section 3,1/16 eliminations,Reza Shabani (IRI),Zarif Syahir Zolkepeli (MAS),6,0,Reza Shabani (IRI)
Archery at the 2022 Asian Games,Men's individual recurve,Section 3,1/16 eliminations,Dauletkeldi Zhangbyrbay (KAZ),Qi Xiangshuo (CHN),4,6,Qi Xiangshuo (CHN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 3,1/8 eliminations,Reza Shabani (IRI),Qi Xiangshuo (CHN),2,6,Qi Xiangshuo (CHN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 4,1/32 eliminations,Ali Al-Zaid (KUW),Robert Nam (TJK),0,6,Robert Nam (TJK)
Archery at the 2022 Asian Games,Men's individual recurve,Section 4,1/32 eliminations,Khairul Anuar Mohamad (MAS),Abdulrahman Al-Musa (KSA),7,1,Khairul Anuar Mohamad (MAS)
Archery at the 2022 Asian Games,Men's individual recurve,Section 4,1/16 eliminations,Jason Feliciano (PHI),Robert Nam (TJK),3,7,Robert Nam (TJK)
Archery at the 2022 Asian Games,Men's individual recurve,Section 4,1/16 eliminations,Khairul Anuar Mohamad (MAS),Atanu Das (IND),4,6,Atanu Das (IND)
Archery at the 2022 Asian Games,Men's individual recurve,Section 4,1/8 eliminations,Robert Nam (TJK),Atanu Das (IND),1,7,Atanu Das (IND)
Archery at the 2022 Asian Games,Men's individual recurve,Section 5,1/32 eliminations,Tilak Pun Magar (NEP),Thiha Htet Zaw (MYA),7,1,Tilak Pun Magar (NEP)
Archery at the 2022 Asian Games,Men's individual recurve,Section 5,1/32 eliminations,Nguyễn Duy (VIE),Abdulla Taha (KUW),6,0,Nguyễn Duy (VIE)
Archery at the 2022 Asian Games,Men's individual recurve,Section 5,1/16 eliminations,Oh Jin-hyek (KOR),Tilak Pun Magar (NEP),6,0,Oh Jin-hyek (KOR)
Archery at the 2022 Asian Games,Men's individual recurve,Section 5,1/16 eliminations,Nguyễn Duy (VIE),Ilfat Abdullin (KAZ),1,7,Ilfat Abdullin (KAZ)
Archery at the 2022 Asian Games,Men's individual recurve,Section 5,1/8 eliminations,Oh Jin-hyek (KOR),Ilfat Abdullin (KAZ),5,6,Ilfat Abdullin (KAZ)
Archery at the 2022 Asian Games,Men's individual recurve,Section 6,1/32 eliminations,Hassan Al-Ashkanani (QAT),Hakim Ahmed Rubel (BAN),0,6,Hakim Ahmed Rubel (BAN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 6,1/32 eliminations,Lam Dorji (BHU),Phonthakorn Chaisilp (THA),7,1,Lam Dorji (BHU)
Archery at the 2022 Asian Games,Men's individual recurve,Section 6,1/16 eliminations,Mohammad Hossein Golshani (IRI),Hakim Ahmed Rubel (BAN),0,6,Hakim Ahmed Rubel (BAN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 6,1/16 eliminations,Lam Dorji (BHU),Dhiraj Bommadevara (IND),2,6,Dhiraj Bommadevara (IND)
Archery at the 2022 Asian Games,Men's individual recurve,Section 6,1/8 eliminations,Hakim Ahmed Rubel (BAN),Dhiraj Bommadevara (IND),5,6,Dhiraj Bommadevara (IND)
Archery at the 2022 Asian Games,Men's individual recurve,Section 7,1/32 eliminations,Lucien Law (HKG),Jonathan Reaport (PHI),4,6,Jonathan Reaport (PHI)
Archery at the 2022 Asian Games,Men's individual recurve,Section 7,1/32 eliminations,Kwok Yin Chai (HKG),Kim Kuk-song (PRK),6,4,Kwok Yin Chai (HKG)
Archery at the 2022 Asian Games,Men's individual recurve,Section 7,1/16 eliminations,Riau Ega Agata (INA),Jonathan Reaport (PHI),6,4,Riau Ega Agata (INA)
Archery at the 2022 Asian Games,Men's individual recurve,Section 7,1/16 eliminations,Kwok Yin Chai (HKG),Wei Shaoxuan (CHN),4,6,Wei Shaoxuan (CHN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 7,1/8 eliminations,Riau Ega Agata (INA),Wei Shaoxuan (CHN),6,4,Riau Ega Agata (INA)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/32 eliminations,Baatarkhuyagiin Otgonbold (MGL),Jacques El-Rayess (LBN),6,0,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/32 eliminations,Muhammad Nadeem (PAK),Takaharu Furukawa (JPN),1,7,Takaharu Furukawa (JPN)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/32 eliminations,Jantsangiin Gantögs (MGL),Asrar-ul-Haq (PAK),6,2,Jantsangiin Gantögs (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/16 eliminations,Baatarkhuyagiin Otgonbold (MGL),Takaharu Furukawa (JPN),6,5,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/16 eliminations,Jantsangiin Gantögs (MGL),Tang Chih-chun (TPE),2,6,Tang Chih-chun (TPE)
Archery at the 2022 Asian Games,Men's individual recurve,Section 8,1/8 eliminations,Baatarkhuyagiin Otgonbold (MGL),Tang Chih-chun (TPE),6,2,Baatarkhuyagiin Otgonbold (MGL)
Archery at the 2022 Asian Games,Men's individual compound,Finals,Semifinals,Joo Jae-hoon (KOR),Abhishek Verma (IND),145,147,Abhishek Verma (IND)
Archery at the 2022 Asian Games,Men's individual compound,Finals,Semifinals,Ojas Deotale (IND),Yang Jae-won (KOR),150,146,Ojas Deotale (IND)
Archery at the 2022 Asian Games,Men's individual compound,Finals,Gold medal match,Abhishek Verma (IND),Ojas Deotale (IND),147,149,Ojas Deotale (IND)
Archery at the 2022 Asian Games,Men's individual compound,Finals,Bronze medal match,Joo Jae-hoon (KOR),Yang Jae-won (KOR),146,147,Yang Jae-won (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/32 eliminations,Mohammed Binamro (UAE),Bader Al-Shalahi (KUW),137,138,Bader Al-Shalahi (KUW)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/16 eliminations,Joo Jae-hoon (KOR),Bader Al-Shalahi (KUW),147,146,Joo Jae-hoon (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/16 eliminations,Deki Adika Hastian (INA),Patrick Lee (HKG),144,141,Deki Adika Hastian (INA)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/16 eliminations,Tandin Dorji (BHU),Kittiphat Uthaimongkol (THA),148,142,Tandin Dorji (BHU)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/16 eliminations,Woon Teng Ng (SGP),Juwaidi Mazuki (MAS),145,146,Juwaidi Mazuki (MAS)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/8 eliminations,Joo Jae-hoon (KOR),Deki Adika Hastian (INA),149,147,Joo Jae-hoon (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,1/8 eliminations,Tandin Dorji (BHU),Juwaidi Mazuki (MAS),146,147,Juwaidi Mazuki (MAS)
Archery at the 2022 Asian Games,Men's individual compound,Section 1,Quarterfinals,Joo Jae-hoon (KOR),Juwaidi Mazuki (MAS),148,135,Joo Jae-hoon (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/32 eliminations,Alan Lee (SGP),Abdulaziz Al-Rodhan (KSA),142,138,Alan Lee (SGP)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/32 eliminations,Belal Al-Awadi (KSA),Ganzorigiin Shandan (MGL),141,140,Belal Al-Awadi (KSA)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/16 eliminations,Andrey Tyutyun (KAZ),Alan Lee (SGP),149,137,Andrey Tyutyun (KAZ)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/16 eliminations,Sohel Rana (BAN),Mohammad Ashikuzzaman (BAN),146,145,Sohel Rana (BAN)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/16 eliminations,Armin Pakzad (IRI),Nguyễn Văn Đầy (VIE),145,146,Nguyễn Văn Đầy (VIE)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/16 eliminations,Belal Al-Awadi (KSA),Abhishek Verma (IND),139,147,Abhishek Verma (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/8 eliminations,Andrey Tyutyun (KAZ),Sohel Rana (BAN),149,144,Andrey Tyutyun (KAZ)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,1/8 eliminations,Nguyễn Văn Đầy (VIE),Abhishek Verma (IND),142,146,Abhishek Verma (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 2,Quarterfinals,Andrey Tyutyun (KAZ),Abhishek Verma (IND),147 10,147 10+,Abhishek Verma (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/32 eliminations,Ahmed Al-Abadi (QAT),Ahmad Al-Shatti (KUW),134,141,Ahmad Al-Shatti (KUW)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/32 eliminations,Eshaq Ibrahim (IRQ),Yogendra Sherchan (NEP),140,135,Eshaq Ibrahim (IRQ)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/16 eliminations,Ojas Deotale (IND),Ahmad Al-Shatti (KUW),148,138,Ojas Deotale (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/16 eliminations,Cheung Cheuk Sing (HKG),Chen Chieh-lun (TPE),143,147,Chen Chieh-lun (TPE)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/16 eliminations,Akbarali Karabayev (KAZ),Sirapop Chainak (THA),146 10,146 9,Akbarali Karabayev (KAZ)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/16 eliminations,Eshaq Ibrahim (IRQ),Mohammad Saleh Palizban (IRI),142,145,Mohammad Saleh Palizban (IRI)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/8 eliminations,Ojas Deotale (IND),Chen Chieh-lun (TPE),146,145,Ojas Deotale (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,1/8 eliminations,Akbarali Karabayev (KAZ),Mohammad Saleh Palizban (IRI),148,146,Akbarali Karabayev (KAZ)
Archery at the 2022 Asian Games,Men's individual compound,Section 3,Quarterfinals,Ojas Deotale (IND),Akbarali Karabayev (KAZ),150,142,Ojas Deotale (IND)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/32 eliminations,Pürevdorjiin Jamiyangombo (MGL),Wasantha Kumara (SRI),137,139,Wasantha Kumara (SRI)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/16 eliminations,Yang Jae-won (KOR),Paul Dela Cruz (PHI),149,142,Yang Jae-won (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/16 eliminations,Khendrup (BHU),Alang Arif Aqil (MAS),138,146,Alang Arif Aqil (MAS)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/16 eliminations,Dhany Diva Pradana (INA),Dương Duy Bảo (VIE),144 10,144 9,Dhany Diva Pradana (INA)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/16 eliminations,Wasantha Kumara (SRI),Chang Cheng-wei (TPE),128,148,Chang Cheng-wei (TPE)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/8 eliminations,Yang Jae-won (KOR),Alang Arif Aqil (MAS),149,145,Yang Jae-won (KOR)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,1/8 eliminations,Dhany Diva Pradana (INA),Chang Cheng-wei (TPE),145,146,Chang Cheng-wei (TPE)
Archery at the 2022 Asian Games,Men's individual compound,Section 4,Quarterfinals,Yang Jae-won (KOR),Chang Cheng-wei (TPE),147,144,Yang Jae-won (KOR)
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,South Korea,North Korea,6,0,South Korea
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Japan,Kazakhstan,5,1,Japan
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Indonesia,Malaysia,5,3,Indonesia
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Uzbekistan,Iran,0,6,Iran
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,India,Hong Kong,6,0,India
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Mongolia,China,5,1,Mongolia
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Bangladesh,Vietnam,5,4,Bangladesh
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,1/8 eliminations,Thailand,Chinese Taipei,5,4,Thailand
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Quarterfinals,South Korea,Japan,5,1,South Korea
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Quarterfinals,Indonesia,Iran,6,2,Indonesia
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Quarterfinals,India,Mongolia,5,4,India
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Quarterfinals,Bangladesh,Thailand,5,4,Bangladesh
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Semifinals,South Korea,Indonesia,6,0,South Korea
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Semifinals,India,Bangladesh,5,3,India
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Gold medal match,South Korea,India,5,1,South Korea
Archery at the 2022 Asian Games,Men's team recurve,Knockout round,Bronze medal match,Indonesia,Bangladesh,6,0,Indonesia
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Thailand,Hong Kong,230,223,Thailand
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Malaysia,Bangladesh,231,229,Malaysia
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Saudi Arabia,Iran,223,231,Iran
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Chinese Taipei,Mongolia,232,212,Chinese Taipei
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Vietnam,Kazakhstan,231,233,Kazakhstan
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Indonesia,Bhutan,228,232,Bhutan
Archery at the 2022 Asian Games,Men's team compound,Knockout round,1/8 eliminations,Singapore,India,219,235,India
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Quarterfinals,South Korea,Thailand,228,222,South Korea
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Quarterfinals,Malaysia,Iran,227,221,Malaysia
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Quarterfinals,Chinese Taipei,Kazakhstan,231,229,Chinese Taipei
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Quarterfinals,Bhutan,India,221,235,India
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Semifinals,South Korea,Malaysia,232,230,South Korea
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Semifinals,Chinese Taipei,India,224,235,India
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Gold medal match,South Korea,India,230,235,India
Archery at the 2022 Asian Games,Men's team compound,Knockout round,Bronze medal match,Malaysia,Chinese Taipei,228,208,Malaysia
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Quarterfinals,Lim Si-hyeon (KOR),Chiu Yi-ching (TPE),6,2,Lim Si-hyeon (KOR)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Quarterfinals,Satsuki Noda (JPN),Li Jiaman (CHN),0,6,Li Jiaman (CHN)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Quarterfinals,An San (KOR),Diananda Choirunisa (INA),7,3,An San (KOR)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Quarterfinals,Tomomi Sugimoto (JPN),Hailigan (CHN),3,7,Hailigan (CHN)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Semifinals,Lim Si-hyeon (KOR),Li Jiaman (CHN),6,5,Lim Si-hyeon (KOR)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Semifinals,An San (KOR),Hailigan (CHN),7,3,An San (KOR)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Gold medal match,Lim Si-hyeon (KOR),An San (KOR),6,0,Lim Si-hyeon (KOR)
Archery at the 2022 Asian Games,Women's individual recurve,Finals,Bronze medal match,Li Jiaman (CHN),Hailigan (CHN),6,0,Li Jiaman (CHN)
